stock_id,stock_name,exchange,industry,ticker,active
601156,东航物流,SH,,SH601156,1
601162,天风证券,SH,,SH601162,1
601179,中国西电,SH,,SH601179,1
601198,东兴证券,SH,,SH601198,1
601212,白银有色,SH,,SH601212,1
601216,君正集团,SH,,SH601216,1
601228,广州港,SH,,SH601228,1
601233,桐昆股份,SH,,SH601233,1
601236,红塔证券,SH,,SH601236,1
601298,青岛港,SH,,SH601298,1
601399,国机重装,SH,,SH601399,1
601555,东吴证券,SH,,SH601555,1
601567,三星电气,SH,,SH601567,1
601577,长沙银行,SH,,SH601577,1
601598,中国外运,SH,,SH601598,1
601608,中信重工,SH,,SH601608,1
601611,中国核建,SH,,SH601611,1
601615,明阳智能,SH,,SH601615,1
601665,齐鲁银行,SH,,SH601665,1
601666,平煤股份,SH,,SH601666,1
601696,中银证券,SH,,SH601696,1
601699,潞安环能,SH,,SH601699,1
601717,中创智领,SH,,SH601717,1
601799,星宇股份,SH,,SH601799,1
601808,中海油服,SH,,SH601808,1
601865,福莱特,SH,,SH601865,1
601866,中远海发,SH,,SH601866,1
601869,长飞光纤,SH,,SH601869,1
601880,辽港股份,SH,,SH601880,1
601928,凤凰传媒,SH,,SH601928,1
601958,金钼股份,SH,,SH601958,1
601966,玲珑轮胎,SH,,SH601966,1
601990,南京证券,SH,,SH601990,1
601991,大唐发电,SH,,SH601991,1
601997,贵阳银行,SH,,SH601997,1
603000,人民网,SH,,SH603000,1
603049,中策橡胶,SH,,SH603049,1
603077,和邦生物,SH,,SH603077,1
603087,甘李药业,SH,,SH603087,1
603092,德力佳,SH,,SH603092,1
603119,浙江荣泰,SH,,SH603119,1
603129,春风动力,SH,,SH603129,1
603156,养元饮品,SH,,SH603156,1
603160,汇顶科技,SH,,SH603160,1
603175,超颖电子,SH,,SH603175,1
603179,新泉股份,SH,,SH603179,1
603225,新凤鸣,SH,,SH603225,1
603233,大参林,SH,,SH603233,1
603256,宏和科技,SH,,SH603256,1
603290,斯达半导,SH,,SH603290,1
603298,杭叉集团,SH,,SH603298,1
603308,应流股份,SH,,SH603308,1
603338,浙江鼎力,SH,,SH603338,1
603341,龙旗科技,SH,,SH603341,1
603345,安井食品,SH,,SH603345,1
603379,三美股份,SH,,SH603379,1
603444,吉比特,SH,,SH603444,1
603486,科沃斯,SH,,SH603486,1
603529,爱玛科技,SH,,SH603529,1
603565,中谷物流,SH,,SH603565,1
603568,伟明环保,SH,,SH603568,1
603589,口子窖,SH,,SH603589,1
603596,伯特利,SH,,SH603596,1
603605,珀莱雅,SH,,SH603605,1
603606,东方电缆,SH,,SH603606,1
603650,彤程新材,SH,,SH603650,1
603658,安图生物,SH,,SH603658,1
603659,璞泰来,SH,,SH603659,1
603688,石英股份,SH,,SH603688,1
603699,纽威股份,SH,,SH603699,1
603728,鸣志电器,SH,,SH603728,1
603737,三棵树,SH,,SH603737,1
603766,隆鑫通用,SH,,SH603766,1
603786,科博达,SH,,SH603786,1
603806,福斯特,SH,,SH603806,1
603816,顾家家居,SH,,SH603816,1
603833,欧派家居,SH,,SH603833,1
603858,步长制药,SH,,SH603858,1
603885,吉祥航空,SH,,SH603885,1
603899,晨光股份,SH,,SH603899,1
603920,世运电路,SH,,SH603920,1
603939,益丰药房,SH,,SH603939,1
603979,金诚信,SH,,SH603979,1
605358,立昂微,SH,,SH605358,1
605589,圣泉集团,SH,,SH605589,1
688002,睿创微纳,SH,,SH688002,1
688017,绿的谐波,SH,,SH688017,1
688018,乐鑫科技,SH,,SH688018,1
688019,安集科技,SH,,SH688019,1
688027,国盾量子,SH,,SH688027,1
688037,芯源微,SH,,SH688037,1
688052,纳芯微,SH,,SH688052,1
688065,凯赛生物,SH,,SH688065,1
688099,晶晨股份,SH,,SH688099,1
688114,华大智造,SH,,SH688114,1
688120,华海清科,SH,,SH688120,1
688122,西部超导,SH,,SH688122,1
688166,博瑞医药,SH,,SH688166,1
688169,石头科技,SH,,SH688169,1
688172,燕东微,SH,,SH688172,1
688180,君实生物,SH,,SH688180,1
688187,时代电气,SH,,SH688187,1
688188,柏楚电子,SH,,SH688188,1
688192,迪哲医药,SH,,SH688192,1
688200,华峰测控,SH,,SH688200,1
688213,思特威,SH,,SH688213,1
688220,翱捷科技,SH,,SH688220,1
688234,天岳先进,SH,,SH688234,1
688235,百济神州,SH,,SH688235,1
688248,南网科技,SH,,SH688248,1
688266,泽璟制药,SH,,SH688266,1
688278,特宝生物,SH,,SH688278,1
688281,华秦科技,SH,,SH688281,1
688295,中复神鹰,SH,,SH688295,1
688297,中无人机,SH,,SH688297,1
688301,奕瑞科技,SH,,SH688301,1
688313,仕佳光子,SH,,SH688313,1
688318,财富趋势,SH,,SH688318,1
688322,奥比中光,SH,,SH688322,1
688331,荣昌生物,SH,,SH688331,1
688336,三生国健,SH,,SH688336,1
688343,云天励飞,SH,,SH688343,1
688347,华虹宏力,SH,,SH688347,1
688349,三一重能,SH,,SH688349,1
688361,中科飞测,SH,,SH688361,1
688363,华熙生物,SH,,SH688363,1
