stock_id,stock_name,exchange,industry,xueqiu_symbol,active
001266,宏英智能,SZ,C 制造业,SZ001266,1
001267,汇绿生态,SZ,C 制造业,SZ001267,1
001268,联合精密,SZ,C 制造业,SZ001268,1
001269,欧晶科技,SZ,C 制造业,SZ001269,1
001270,铖昌科技,SZ,C 制造业,SZ001270,1
001277,速达股份,SZ,C 制造业,SZ001277,1
001278,一彬科技,SZ,C 制造业,SZ001278,1
001279,强邦新材,SZ,C 制造业,SZ001279,1
001280,中国铀业,SZ,B 采矿业,SZ001280,1
001282,三联锻造,SZ,C 制造业,SZ001282,1
001283,豪鹏科技,SZ,C 制造业,SZ001283,1
001285,瑞立科密,SZ,C 制造业,SZ001285,1
001286,陕西能源,SZ,D 水电煤气,SZ001286,1
001287,中电港,SZ,F 批发零售,SZ001287,1
001288,运机集团,SZ,C 制造业,SZ001288,1
001289,龙源电力,SZ,D 水电煤气,SZ001289,1
001296,长江材料,SZ,C 制造业,SZ001296,1
001298,好上好,SZ,F 批发零售,SZ001298,1
001299,美能能源,SZ,D 水电煤气,SZ001299,1
001300,三柏硕,SZ,C 制造业,SZ001300,1
001301,尚太科技,SZ,C 制造业,SZ001301,1
001306,夏厦精密,SZ,C 制造业,SZ001306,1
001308,康冠科技,SZ,C 制造业,SZ001308,1
001309,德明利,SZ,C 制造业,SZ001309,1
001311,多利科技,SZ,C 制造业,SZ001311,1
001312,福恩股份,SZ,C 制造业,SZ001312,1
001313,粤海饲料,SZ,C 制造业,SZ001313,1
001314,亿道信息,SZ,C 制造业,SZ001314,1
001316,润贝航科,SZ,F 批发零售,SZ001316,1
001317,三羊马,SZ,G 运输仓储,SZ001317,1
001318,阳光乳业,SZ,C 制造业,SZ001318,1
001319,铭科精技,SZ,C 制造业,SZ001319,1
001322,箭牌家居,SZ,C 制造业,SZ001322,1
001323,慕思股份,SZ,C 制造业,SZ001323,1
001324,长青科技,SZ,C 制造业,SZ001324,1
001325,元创股份,SZ,C 制造业,SZ001325,1
001326,联域股份,SZ,C 制造业,SZ001326,1
001328,登康口腔,SZ,C 制造业,SZ001328,1
001330,博纳影业,SZ,R 文化传播,SZ001330,1
001331,胜通能源,SZ,D 水电煤气,SZ001331,1
001332,锡装股份,SZ,C 制造业,SZ001332,1
001333,光华股份,SZ,C 制造业,SZ001333,1
001335,信凯科技,SZ,F 批发零售,SZ001335,1
001336,楚环科技,SZ,C 制造业,SZ001336,1
001337,四川黄金,SZ,B 采矿业,SZ001337,1
001338,永顺泰,SZ,C 制造业,SZ001338,1
001339,智微智能,SZ,C 制造业,SZ001339,1
001356,富岭股份,SZ,C 制造业,SZ001356,1
001358,兴欣新材,SZ,C 制造业,SZ001358,1
001359,平安电工,SZ,C 制造业,SZ001359,1
001360,南矿集团,SZ,C 制造业,SZ001360,1
001365,天海电子,SZ,C 制造业,SZ001365,1
001366,播恩集团,SZ,C 制造业,SZ001366,1
001367,海森药业,SZ,C 制造业,SZ001367,1
001368,通达创智,SZ,C 制造业,SZ001368,1
001369,双欣材料,SZ,C 制造业,SZ001369,1
001373,翔腾新材,SZ,C 制造业,SZ001373,1
001376,百通能源,SZ,D 水电煤气,SZ001376,1
001378,德冠新材,SZ,C 制造业,SZ001378,1
001379,腾达科技,SZ,C 制造业,SZ001379,1
001380,华纬科技,SZ,C 制造业,SZ001380,1
001382,新亚电缆,SZ,C 制造业,SZ001382,1
001386,马可波罗,SZ,C 制造业,SZ001386,1
001387,雪祺电气,SZ,C 制造业,SZ001387,1
001388,信通电子,SZ,C 制造业,SZ001388,1
001389,广合科技,SZ,C 制造业,SZ001389,1
001390,古麒绒材,SZ,C 制造业,SZ001390,1
001391,国货航,SZ,G 运输仓储,SZ001391,1
001393,维通利,SZ,C 制造业,SZ001393,1
001395,亚联机械,SZ,C 制造业,SZ001395,1
001396,誉帆科技,SZ,M 科研服务,SZ001396,1
001399,惠科股份,SZ,C 制造业,SZ001399,1
001400,江顺科技,SZ,C 制造业,SZ001400,1
001696,宗申动力,SZ,C 制造业,SZ001696,1
001872,招商港口,SZ,G 运输仓储,SZ001872,1
001896,豫能控股,SZ,D 水电煤气,SZ001896,1
001914,招商积余,SZ,K 房地产,SZ001914,1
001965,招商公路,SZ,G 运输仓储,SZ001965,1
002001,新和成,SZ,C 制造业,SZ002001,1
002003,伟星股份,SZ,C 制造业,SZ002003,1
002004,华邦健康,SZ,C 制造业,SZ002004,1
002005,德豪润达,SZ,C 制造业,SZ002005,1
002006,精工科技,SZ,C 制造业,SZ002006,1
002008,大族激光,SZ,C 制造业,SZ002008,1
002009,天奇股份,SZ,C 制造业,SZ002009,1
002010,传化智联,SZ,L 商务服务,SZ002010,1
002011,盾安环境,SZ,C 制造业,SZ002011,1
002012,凯恩股份,SZ,C 制造业,SZ002012,1
002014,永新股份,SZ,C 制造业,SZ002014,1
002015,协鑫能科,SZ,D 水电煤气,SZ002015,1
002016,世荣兆业,SZ,K 房地产,SZ002016,1
002017,东信和平,SZ,C 制造业,SZ002017,1
002019,亿帆医药,SZ,C 制造业,SZ002019,1
002020,京新药业,SZ,C 制造业,SZ002020,1
002021,中捷资源,SZ,C 制造业,SZ002021,1
002022,科华生物,SZ,C 制造业,SZ002022,1
002023,海特高新,SZ,C 制造业,SZ002023,1
002025,航天电器,SZ,C 制造业,SZ002025,1
002026,山东威达,SZ,C 制造业,SZ002026,1
002027,分众传媒,SZ,L 商务服务,SZ002027,1
002028,思源电气,SZ,C 制造业,SZ002028,1
002029,七匹狼,SZ,C 制造业,SZ002029,1
002030,达安基因,SZ,C 制造业,SZ002030,1
002031,巨轮智能,SZ,C 制造业,SZ002031,1
002032,苏泊尔,SZ,C 制造业,SZ002032,1
002033,丽江股份,SZ,N 公共环保,SZ002033,1
002034,旺能环境,SZ,D 水电煤气,SZ002034,1
002035,华帝股份,SZ,C 制造业,SZ002035,1
002036,联创电子,SZ,C 制造业,SZ002036,1
002037,保利联合,SZ,C 制造业,SZ002037,1
002038,双鹭药业,SZ,C 制造业,SZ002038,1
002039,黔源电力,SZ,D 水电煤气,SZ002039,1
002040,南京港,SZ,G 运输仓储,SZ002040,1
002041,登海种业,SZ,A 农林牧渔,SZ002041,1
002042,华孚时尚,SZ,C 制造业,SZ002042,1
002043,兔宝宝,SZ,C 制造业,SZ002043,1
002044,美年健康,SZ,Q 卫生,SZ002044,1
002045,国光电器,SZ,C 制造业,SZ002045,1
002046,国机精工,SZ,C 制造业,SZ002046,1
002047,宝鹰股份,SZ,E 建筑业,SZ002047,1
002048,宁波华翔,SZ,C 制造业,SZ002048,1
002050,三花智控,SZ,C 制造业,SZ002050,1
002051,中工国际,SZ,E 建筑业,SZ002051,1
002052,同洲电子,SZ,C 制造业,SZ002052,1
002053,云南能投,SZ,D 水电煤气,SZ002053,1
002054,德美化工,SZ,C 制造业,SZ002054,1
002056,横店东磁,SZ,C 制造业,SZ002056,1
002057,中钢天源,SZ,C 制造业,SZ002057,1
002058,威尔泰,SZ,C 制造业,SZ002058,1
002059,云南旅游,SZ,N 公共环保,SZ002059,1
002060,广东建工,SZ,E 建筑业,SZ002060,1
002061,浙江交科,SZ,E 建筑业,SZ002061,1
002062,宏润建设,SZ,E 建筑业,SZ002062,1
002063,远光软件,SZ,I 信息技术,SZ002063,1
002064,华峰化学,SZ,C 制造业,SZ002064,1
002065,东华软件,SZ,I 信息技术,SZ002065,1
002066,瑞泰科技,SZ,C 制造业,SZ002066,1
002067,景兴纸业,SZ,C 制造业,SZ002067,1
002068,黑猫股份,SZ,C 制造业,SZ002068,1
002069,獐子岛,SZ,A 农林牧渔,SZ002069,1
002072,凯瑞德,SZ,F 批发零售,SZ002072,1
002073,软控股份,SZ,C 制造业,SZ002073,1
002074,国轩高科,SZ,C 制造业,SZ002074,1
002075,沙钢股份,SZ,C 制造业,SZ002075,1
002076,星光股份,SZ,C 制造业,SZ002076,1
002077,大港股份,SZ,C 制造业,SZ002077,1
002078,太阳纸业,SZ,C 制造业,SZ002078,1
002079,苏州固锝,SZ,C 制造业,SZ002079,1
002080,中材科技,SZ,C 制造业,SZ002080,1
002081,金螳螂,SZ,E 建筑业,SZ002081,1
002083,孚日股份,SZ,C 制造业,SZ002083,1
002084,海鸥住工,SZ,C 制造业,SZ002084,1
002085,万丰奥威,SZ,C 制造业,SZ002085,1
002086,东方海洋,SZ,A 农林牧渔,SZ002086,1
002088,鲁阳节能,SZ,C 制造业,SZ002088,1
002090,金智科技,SZ,C 制造业,SZ002090,1
002091,江苏国泰,SZ,F 批发零售,SZ002091,1
002092,中泰化学,SZ,C 制造业,SZ002092,1
002093,国脉科技,SZ,I 信息技术,SZ002093,1
002094,青岛金王,SZ,C 制造业,SZ002094,1
002095,生意宝,SZ,I 信息技术,SZ002095,1
002096,易普力,SZ,C 制造业,SZ002096,1
002097,山河智能,SZ,C 制造业,SZ002097,1
002098,浔兴股份,SZ,C 制造业,SZ002098,1
002099,海翔药业,SZ,C 制造业,SZ002099,1
002100,天康生物,SZ,C 制造业,SZ002100,1
002101,广东鸿图,SZ,C 制造业,SZ002101,1
002103,广博股份,SZ,C 制造业,SZ002103,1
002104,恒宝股份,SZ,C 制造业,SZ002104,1
002105,信隆健康,SZ,C 制造业,SZ002105,1
002106,莱宝高科,SZ,C 制造业,SZ002106,1
002107,沃华医药,SZ,C 制造业,SZ002107,1
002108,沧州明珠,SZ,C 制造业,SZ002108,1
002110,三钢闽光,SZ,C 制造业,SZ002110,1
002111,威海广泰,SZ,C 制造业,SZ002111,1
002112,三变科技,SZ,C 制造业,SZ002112,1
002114,罗平锌电,SZ,C 制造业,SZ002114,1
002115,三维通信,SZ,L 商务服务,SZ002115,1
002116,中国海诚,SZ,E 建筑业,SZ002116,1
002117,东港股份,SZ,C 制造业,SZ002117,1
002119,康强电子,SZ,C 制造业,SZ002119,1
002120,韵达股份,SZ,G 运输仓储,SZ002120,1
002121,科陆电子,SZ,C 制造业,SZ002121,1
002123,梦网科技,SZ,I 信息技术,SZ002123,1
002124,天邦食品,SZ,A 农林牧渔,SZ002124,1
002125,湘潭电化,SZ,C 制造业,SZ002125,1
002126,银轮股份,SZ,C 制造业,SZ002126,1
002127,南极电商,SZ,L 商务服务,SZ002127,1
002128,电投能源,SZ,B 采矿业,SZ002128,1
002130,沃尔核材,SZ,C 制造业,SZ002130,1
002131,利欧股份,SZ,L 商务服务,SZ002131,1
002132,恒星科技,SZ,C 制造业,SZ002132,1
002133,广宇集团,SZ,K 房地产,SZ002133,1
002134,天津普林,SZ,C 制造业,SZ002134,1
002135,东南网架,SZ,C 制造业,SZ002135,1
002136,安纳达,SZ,C 制造业,SZ002136,1
002137,实益达,SZ,C 制造业,SZ002137,1
002138,顺络电子,SZ,C 制造业,SZ002138,1
002139,拓邦股份,SZ,C 制造业,SZ002139,1
002140,东华科技,SZ,E 建筑业,SZ002140,1
002141,贤丰控股,SZ,C 制造业,SZ002141,1
002142,宁波银行,SZ,J 金融业,SZ002142,1
002144,宏达高科,SZ,C 制造业,SZ002144,1
002145,钛能化学,SZ,C 制造业,SZ002145,1
002146,荣盛发展,SZ,K 房地产,SZ002146,1
002148,北纬科技,SZ,I 信息技术,SZ002148,1
002149,西部材料,SZ,C 制造业,SZ002149,1
002150,正泰电源,SZ,C 制造业,SZ002150,1
002151,北斗星通,SZ,C 制造业,SZ002151,1
002152,广电运通,SZ,C 制造业,SZ002152,1
002153,石基信息,SZ,I 信息技术,SZ002153,1
002154,报喜鸟,SZ,C 制造业,SZ002154,1
002155,湖南黄金,SZ,B 采矿业,SZ002155,1
002156,通富微电,SZ,C 制造业,SZ002156,1
002157,正邦科技,SZ,A 农林牧渔,SZ002157,1
002158,汉钟精机,SZ,C 制造业,SZ002158,1
002159,三特索道,SZ,N 公共环保,SZ002159,1
002160,常铝股份,SZ,C 制造业,SZ002160,1
002161,远望谷,SZ,C 制造业,SZ002161,1
002162,悦心健康,SZ,C 制造业,SZ002162,1
002163,海南发展,SZ,E 建筑业,SZ002163,1
002164,宁波东力,SZ,C 制造业,SZ002164,1
002165,红宝丽,SZ,C 制造业,SZ002165,1
002166,莱茵生物,SZ,C 制造业,SZ002166,1
002167,东方锆业,SZ,C 制造业,SZ002167,1
002169,智光电气,SZ,C 制造业,SZ002169,1
002170,芭田股份,SZ,C 制造业,SZ002170,1
002171,楚江新材,SZ,C 制造业,SZ002171,1
002172,澳洋健康,SZ,Q 卫生,SZ002172,1
002173,创新医疗,SZ,Q 卫生,SZ002173,1
002174,游族网络,SZ,I 信息技术,SZ002174,1
002176,江特电机,SZ,C 制造业,SZ002176,1
002177,御银股份,SZ,C 制造业,SZ002177,1
002178,延华智能,SZ,I 信息技术,SZ002178,1
002179,中航光电,SZ,C 制造业,SZ002179,1
002180,奔图科技,SZ,C 制造业,SZ002180,1
002181,粤传媒,SZ,L 商务服务,SZ002181,1
002182,宝武镁业,SZ,C 制造业,SZ002182,1
002183,怡亚通,SZ,L 商务服务,SZ002183,1
002184,海得控制,SZ,C 制造业,SZ002184,1
002185,华天科技,SZ,C 制造业,SZ002185,1
002186,全聚德,SZ,H 住宿餐饮,SZ002186,1
002187,广百股份,SZ,F 批发零售,SZ002187,1
002188,中天服务,SZ,K 房地产,SZ002188,1
002189,中光学,SZ,C 制造业,SZ002189,1
002190,成飞集成,SZ,C 制造业,SZ002190,1
002191,劲嘉股份,SZ,C 制造业,SZ002191,1
002192,融捷股份,SZ,B 采矿业,SZ002192,1
002194,武汉凡谷,SZ,C 制造业,SZ002194,1
002195,岩山科技,SZ,I 信息技术,SZ002195,1
002196,方正电机,SZ,C 制造业,SZ002196,1
002197,证通电子,SZ,I 信息技术,SZ002197,1
002199,东晶电子,SZ,C 制造业,SZ002199,1
002200,交投生态,SZ,E 建筑业,SZ002200,1
002201,九鼎新材,SZ,C 制造业,SZ002201,1
002202,金风科技,SZ,C 制造业,SZ002202,1
002203,海亮股份,SZ,C 制造业,SZ002203,1
002204,大连重工,SZ,C 制造业,SZ002204,1
002205,国统股份,SZ,C 制造业,SZ002205,1
002206,海利得,SZ,C 制造业,SZ002206,1
002208,合肥城建,SZ,K 房地产,SZ002208,1
002209,达意隆,SZ,C 制造业,SZ002209,1
002210,飞马国际,SZ,L 商务服务,SZ002210,1
002212,天融信,SZ,I 信息技术,SZ002212,1
002213,大为股份,SZ,C 制造业,SZ002213,1
002214,大立科技,SZ,C 制造业,SZ002214,1
002215,诺普信,SZ,C 制造业,SZ002215,1
002216,三全食品,SZ,C 制造业,SZ002216,1
002218,拓日新能,SZ,C 制造业,SZ002218,1
002219,新里程,SZ,Q 卫生,SZ002219,1
002221,东华能源,SZ,F 批发零售,SZ002221,1
002222,福晶科技,SZ,C 制造业,SZ002222,1
002223,鱼跃医疗,SZ,C 制造业,SZ002223,1
002224,三力士,SZ,C 制造业,SZ002224,1
002225,濮耐股份,SZ,C 制造业,SZ002225,1
002226,江南化工,SZ,C 制造业,SZ002226,1
002228,合兴包装,SZ,C 制造业,SZ002228,1
002229,鸿博股份,SZ,C 制造业,SZ002229,1
002232,启明信息,SZ,I 信息技术,SZ002232,1
002233,塔牌集团,SZ,C 制造业,SZ002233,1
002234,民和股份,SZ,A 农林牧渔,SZ002234,1
002235,安妮股份,SZ,C 制造业,SZ002235,1
002236,大华股份,SZ,C 制造业,SZ002236,1
002237,恒邦股份,SZ,C 制造业,SZ002237,1
002238,天威视讯,SZ,I 信息技术,SZ002238,1
002239,奥特佳,SZ,C 制造业,SZ002239,1
002240,盛新锂能,SZ,C 制造业,SZ002240,1
002241,歌尔股份,SZ,C 制造业,SZ002241,1
002242,九阳股份,SZ,C 制造业,SZ002242,1
002243,力合科创,SZ,C 制造业,SZ002243,1
002244,滨江集团,SZ,K 房地产,SZ002244,1
002245,蔚蓝锂芯,SZ,C 制造业,SZ002245,1
002246,北化股份,SZ,C 制造业,SZ002246,1
002247,聚力文化,SZ,C 制造业,SZ002247,1
002248,华东数控,SZ,C 制造业,SZ002248,1
002249,大洋电机,SZ,C 制造业,SZ002249,1
002250,联化科技,SZ,C 制造业,SZ002250,1
002251,步步高,SZ,F 批发零售,SZ002251,1
002252,上海莱士,SZ,C 制造业,SZ002252,1
002253,川大智胜,SZ,I 信息技术,SZ002253,1
002254,泰和新材,SZ,C 制造业,SZ002254,1
002255,海陆重工,SZ,C 制造业,SZ002255,1
002256,兆新股份,SZ,D 水电煤气,SZ002256,1
002258,利尔化学,SZ,C 制造业,SZ002258,1
002259,升达林业,SZ,D 水电煤气,SZ002259,1
002261,拓维信息,SZ,I 信息技术,SZ002261,1
002262,恩华药业,SZ,C 制造业,SZ002262,1
002263,大东南,SZ,C 制造业,SZ002263,1
002264,新华都,SZ,I 信息技术,SZ002264,1
002265,建设工业,SZ,C 制造业,SZ002265,1
002266,浙富控股,SZ,N 公共环保,SZ002266,1
002267,陕天然气,SZ,D 水电煤气,SZ002267,1
002268,电科网安,SZ,I 信息技术,SZ002268,1
002269,美邦服饰,SZ,C 制造业,SZ002269,1
002270,华明装备,SZ,C 制造业,SZ002270,1
002271,东方雨虹,SZ,C 制造业,SZ002271,1
002272,川润股份,SZ,C 制造业,SZ002272,1
002273,水晶光电,SZ,C 制造业,SZ002273,1
002274,华昌化工,SZ,C 制造业,SZ002274,1
002275,桂林三金,SZ,C 制造业,SZ002275,1
002276,万马股份,SZ,C 制造业,SZ002276,1
002277,友阿股份,SZ,F 批发零售,SZ002277,1
002278,神开股份,SZ,C 制造业,SZ002278,1
002279,久其软件,SZ,I 信息技术,SZ002279,1
002281,光迅科技,SZ,C 制造业,SZ002281,1
002282,博深股份,SZ,C 制造业,SZ002282,1
002283,天润工业,SZ,C 制造业,SZ002283,1
002284,亚太股份,SZ,C 制造业,SZ002284,1
002285,世联行,SZ,K 房地产,SZ002285,1
002286,保龄宝,SZ,C 制造业,SZ002286,1
002287,奇正藏药,SZ,C 制造业,SZ002287,1
002289,宇顺电子,SZ,C 制造业,SZ002289,1
002290,禾盛新材,SZ,C 制造业,SZ002290,1
002291,遥望科技,SZ,I 信息技术,SZ002291,1
002292,奥飞娱乐,SZ,C 制造业,SZ002292,1
002293,罗莱生活,SZ,C 制造业,SZ002293,1
002294,信立泰,SZ,C 制造业,SZ002294,1
002295,精艺股份,SZ,C 制造业,SZ002295,1
002296,辉煌科技,SZ,C 制造业,SZ002296,1
002297,博云新材,SZ,C 制造业,SZ002297,1
002298,中电鑫龙,SZ,C 制造业,SZ002298,1
002299,圣农发展,SZ,C 制造业,SZ002299,1
002300,太阳电缆,SZ,C 制造业,SZ002300,1
002301,齐心集团,SZ,C 制造业,SZ002301,1
002302,西部建设,SZ,C 制造业,SZ002302,1
002303,美盈森,SZ,C 制造业,SZ002303,1
002304,洋河股份,SZ,C 制造业,SZ002304,1
002307,北新路桥,SZ,E 建筑业,SZ002307,1
002309,中利集团,SZ,C 制造业,SZ002309,1
002310,东方新能,SZ,D 水电煤气,SZ002310,1
002311,海大集团,SZ,C 制造业,SZ002311,1
002312,川发龙蟒,SZ,C 制造业,SZ002312,1
002313,日海智能,SZ,C 制造业,SZ002313,1
002314,南山控股,SZ,K 房地产,SZ002314,1
002315,焦点科技,SZ,I 信息技术,SZ002315,1
002316,亚联发展,SZ,I 信息技术,SZ002316,1
002317,众生药业,SZ,C 制造业,SZ002317,1
002318,久立特材,SZ,C 制造业,SZ002318,1
002319,乐通股份,SZ,C 制造业,SZ002319,1
002320,海峡股份,SZ,G 运输仓储,SZ002320,1
002321,华英农业,SZ,A 农林牧渔,SZ002321,1
002322,理工能科,SZ,I 信息技术,SZ002322,1
002324,普利特,SZ,C 制造业,SZ002324,1
002326,永太科技,SZ,C 制造业,SZ002326,1
002327,富安娜,SZ,C 制造业,SZ002327,1
002328,新朋股份,SZ,C 制造业,SZ002328,1
002329,皇氏集团,SZ,C 制造业,SZ002329,1
002330,得利斯,SZ,C 制造业,SZ002330,1
002331,皖通科技,SZ,I 信息技术,SZ002331,1
002332,仙琚制药,SZ,C 制造业,SZ002332,1
002333,罗普斯金,SZ,C 制造业,SZ002333,1
002334,英威腾,SZ,C 制造业,SZ002334,1
002335,科华数据,SZ,C 制造业,SZ002335,1
002337,赛象科技,SZ,C 制造业,SZ002337,1
002338,奥普光电,SZ,C 制造业,SZ002338,1
002339,积成电子,SZ,C 制造业,SZ002339,1
002340,格林美,SZ,C 制造业,SZ002340,1
002342,巨力索具,SZ,C 制造业,SZ002342,1
002343,慈文传媒,SZ,R 文化传播,SZ002343,1
002344,海宁皮城,SZ,L 商务服务,SZ002344,1
002345,潮宏基,SZ,C 制造业,SZ002345,1
002346,柘中股份,SZ,C 制造业,SZ002346,1
002347,泰尔股份,SZ,C 制造业,SZ002347,1
002348,高乐股份,SZ,C 制造业,SZ002348,1
002349,精华制药,SZ,C 制造业,SZ002349,1
002350,北京科锐,SZ,C 制造业,SZ002350,1
002351,漫步者,SZ,C 制造业,SZ002351,1
002352,顺丰控股,SZ,G 运输仓储,SZ002352,1
002353,杰瑞股份,SZ,C 制造业,SZ002353,1
002354,天娱数科,SZ,I 信息技术,SZ002354,1
002355,兴民智通,SZ,C 制造业,SZ002355,1
002356,鹏飞绿能,SZ,F 批发零售,SZ002356,1
002357,富临运业,SZ,G 运输仓储,SZ002357,1
002358,森源电气,SZ,C 制造业,SZ002358,1
002361,神剑股份,SZ,C 制造业,SZ002361,1
002362,汉王科技,SZ,C 制造业,SZ002362,1
002363,隆基机械,SZ,C 制造业,SZ002363,1
002364,中恒电气,SZ,C 制造业,SZ002364,1
002365,永安药业,SZ,C 制造业,SZ002365,1
002366,融发核电,SZ,C 制造业,SZ002366,1
002367,康力电梯,SZ,C 制造业,SZ002367,1
002368,太极股份,SZ,I 信息技术,SZ002368,1
002369,卓翼科技,SZ,C 制造业,SZ002369,1
002370,亚太药业,SZ,C 制造业,SZ002370,1
002372,伟星新材,SZ,C 制造业,SZ002372,1
002373,千方科技,SZ,I 信息技术,SZ002373,1
002374,中锐股份,SZ,C 制造业,SZ002374,1
002375,亚厦股份,SZ,E 建筑业,SZ002375,1
002376,新北洋,SZ,C 制造业,SZ002376,1
002377,国创高新,SZ,C 制造业,SZ002377,1
002378,章源钨业,SZ,C 制造业,SZ002378,1
002379,宏桥控股,SZ,C 制造业,SZ002379,1
002380,科远智慧,SZ,I 信息技术,SZ002380,1
002381,双箭股份,SZ,C 制造业,SZ002381,1
002382,蓝帆医疗,SZ,C 制造业,SZ002382,1
002383,合众思壮,SZ,C 制造业,SZ002383,1
002384,东山精密,SZ,C 制造业,SZ002384,1
002385,大北农,SZ,C 制造业,SZ002385,1
002386,天原股份,SZ,C 制造业,SZ002386,1
002387,维信诺,SZ,C 制造业,SZ002387,1
002388,新亚制程,SZ,C 制造业,SZ002388,1
002389,航天彩虹,SZ,C 制造业,SZ002389,1
002390,信邦制药,SZ,F 批发零售,SZ002390,1
002391,长青股份,SZ,C 制造业,SZ002391,1
002392,北京利尔,SZ,C 制造业,SZ002392,1
002393,力生制药,SZ,C 制造业,SZ002393,1
002394,联发股份,SZ,C 制造业,SZ002394,1
002395,双象股份,SZ,C 制造业,SZ002395,1
002396,星网锐捷,SZ,C 制造业,SZ002396,1
002397,梦洁股份,SZ,C 制造业,SZ002397,1
002398,垒知集团,SZ,C 制造业,SZ002398,1
002399,海普瑞,SZ,C 制造业,SZ002399,1
002400,省广集团,SZ,L 商务服务,SZ002400,1
002401,中远海科,SZ,I 信息技术,SZ002401,1
002402,和而泰,SZ,C 制造业,SZ002402,1
002403,爱仕达,SZ,C 制造业,SZ002403,1
002404,嘉欣丝绸,SZ,C 制造业,SZ002404,1
002405,四维图新,SZ,I 信息技术,SZ002405,1
002406,远东传动,SZ,C 制造业,SZ002406,1
002407,多氟多,SZ,C 制造业,SZ002407,1
002408,齐翔腾达,SZ,C 制造业,SZ002408,1
002409,雅克科技,SZ,C 制造业,SZ002409,1
002410,广联达,SZ,I 信息技术,SZ002410,1
002412,汉森制药,SZ,C 制造业,SZ002412,1
002413,雷科防务,SZ,C 制造业,SZ002413,1
002414,高德红外,SZ,C 制造业,SZ002414,1
002416,爱施德,SZ,F 批发零售,SZ002416,1
002418,康盛股份,SZ,C 制造业,SZ002418,1
002419,天虹股份,SZ,F 批发零售,SZ002419,1
002420,毅昌科技,SZ,C 制造业,SZ002420,1
002421,达实智能,SZ,I 信息技术,SZ002421,1
002422,科伦药业,SZ,C 制造业,SZ002422,1
002423,中粮资本,SZ,J 金融业,SZ002423,1
002425,凯撒文化,SZ,I 信息技术,SZ002425,1
002426,胜利精密,SZ,C 制造业,SZ002426,1
002427,尤夫股份,SZ,C 制造业,SZ002427,1
002428,云南锗业,SZ,C 制造业,SZ002428,1
002429,兆驰股份,SZ,C 制造业,SZ002429,1
002430,杭氧股份,SZ,C 制造业,SZ002430,1
002432,九安医疗,SZ,C 制造业,SZ002432,1
002434,万里扬,SZ,C 制造业,SZ002434,1
002436,兴森科技,SZ,C 制造业,SZ002436,1
002437,誉衡药业,SZ,C 制造业,SZ002437,1
002438,江苏神通,SZ,C 制造业,SZ002438,1
002439,启明星辰,SZ,I 信息技术,SZ002439,1
002440,闰土股份,SZ,C 制造业,SZ002440,1
002441,众业达,SZ,F 批发零售,SZ002441,1
002442,龙星科技,SZ,C 制造业,SZ002442,1
002443,金洲管道,SZ,C 制造业,SZ002443,1
002444,巨星科技,SZ,C 制造业,SZ002444,1
002445,中南文化,SZ,C 制造业,SZ002445,1
002446,盛路通信,SZ,C 制造业,SZ002446,1
002448,中原内配,SZ,C 制造业,SZ002448,1
002449,国星光电,SZ,C 制造业,SZ002449,1
002451,摩恩电气,SZ,C 制造业,SZ002451,1
002452,长高电气,SZ,C 制造业,SZ002452,1
002453,华软科技,SZ,C 制造业,SZ002453,1
002454,松芝股份,SZ,C 制造业,SZ002454,1
002455,百川股份,SZ,C 制造业,SZ002455,1
002456,欧菲光,SZ,C 制造业,SZ002456,1
002457,青龙管业,SZ,C 制造业,SZ002457,1
002458,益生股份,SZ,A 农林牧渔,SZ002458,1
002459,晶澳科技,SZ,C 制造业,SZ002459,1
